timestamp,signal_date,execution_date,cash,positions,market_value,equity,gross_return,net_return,drawdown,valuation_gaps,valuation_status,valuation_gap_reasons,unvalued_positions
2023-02-09 00:00:00,2023-02-09 00:00:00,,4963659.846001325,"{""CENTEL"": 91582}",5037010.0,10000669.846001325,0.0000669846001325,0.0000669846001325,-0.002284167280770374046739214948,,COMPLETE,{},{}
2023-02-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00,4963659.846001325,"{""CENTEL"": 91582}",5128592.0,10092251.846001325,0.0092251846001325,0.0092251846001325,0,,COMPLETE,{},{}
2023-02-13 00:00:00,,,4963659.846001325,"{""CENTEL"": 91582}",5082801.0,10046460.846001325,0.0046460846001325,0.0046460846001325,-0.004537243094874109838271201204,,COMPLETE,{},{}
2023-02-14 00:00:00,2023-02-14 00:00:00,,4963659.846001325,"{""CENTEL"": 91582}",4991219.0,9954878.846001325,-0.0045121153998675,-0.0045121153998675,-0.01361172928462232951481360361,,COMPLETE,{},{}
2023-02-15 00:00:00,2023-02-14 00:00:00,2023-02-15 00:00:00,4928555.473065875,"{""CENTEL"": 92228}",5095597.00,10024152.473065875,0.0024152473065875,0.0024152473065875,-0.006747688620397618574507576072,,COMPLETE,{},{}
2023-02-16 00:00:00,,,4928555.473065875,"{""CENTEL"": 92228}",5026426.0,9954981.473065875,-0.0045018526934125,-0.0045018526934125,-0.01360156038811479119845239620,,COMPLETE,{},{}
2023-02-17 00:00:00,2023-02-17 00:00:00,,4928555.473065875,"{""CENTEL"": 92228}",5072540.0,10001095.473065875,0.0001095473065875,0.0001095473065875,-0.009032312542970009449155849448,,COMPLETE,{},{}
2023-02-20 00:00:00,2023-02-17 00:00:00,2023-02-20 00:00:00,5042269.124056375,"{""CENTEL"": 90138}",4889986.50,9932255.624056375,-0.0067744375943625,-0.0067744375943625,-0.01585337191207158409651685828,,COMPLETE,{},{}
2023-02-21 00:00:00,,,5042269.124056375,"{""CENTEL"": 90138}",4935055.50,9977324.624056375,-0.0022675375943625,-0.0022675375943625,-0.01138766884721427029465525301,,COMPLETE,{},{}
2023-02-22 00:00:00,2023-02-22 00:00:00,,5042269.124056375,"{""CENTEL"": 90138}",5025193.50,10067462.624056375,0.0067462624056375,0.0067462624056375,-0.002456262717499642690932042460,,COMPLETE,{},{}
2023-02-23 00:00:00,2023-02-22 00:00:00,2023-02-23 00:00:00,1975793.295702315,"{""BDMS"": 67453, ""CENTEL"": 35975, ""HMPRO"": 134014, ""OSP"": 62747}",8040565.0,10016358.295702315,0.0016358295702315,0.0016358295702315,-0.007519981809518552914647745297,,COMPLETE,{},{}
2023-02-24 00:00:00,,,1975793.295702315,"{""BDMS"": 67453, ""CENTEL"": 35975, ""HMPRO"": 134014, ""OSP"": 62747}",7914026.75,9889820.045702315,-0.0110179954297685,-0.0110179954297685,-0.02005813998579672611991997840,,COMPLETE,{},{}
2023-02-27 00:00:00,2023-02-27 00:00:00,,1975793.295702315,"{""BDMS"": 67453, ""CENTEL"": 35975, ""HMPRO"": 134014, ""OSP"": 62747}",7852320.975561141930082,9828114.271263456930082,-0.0171885728736543069918,-0.0171885728736543069918,-0.02617231305444707504212661496,,COMPLETE,{},{}
2023-02-28 00:00:00,2023-02-27 00:00:00,2023-02-28 00:00:00,35112.946650846767753655248,"{""CENTEL"": 57958, ""COM7"": 103496, ""OSP"": 101089}",9691375.25,9726488.196650846767753655248,-0.0273511803349153232246344752,-0.0273511803349153232246344752,-0.03624202555898348036156202546,,COMPLETE,{},{}
2023-03-01 00:00:00,,,35112.946650846767753655248,"{""CENTEL"": 57958, ""COM7"": 103496, ""OSP"": 101089}",9583474.50,9618587.446650846767753655248,-0.0381412553349153232246344752,-0.0381412553349153232246344752,-0.04693347001027822402585940515,,COMPLETE,{},{}
2023-03-02 00:00:00,2023-03-02 00:00:00,,35112.946650846767753655248,"{""CENTEL"": 57958, ""COM7"": 103496, ""OSP"": 101089}",9553893.75,9589006.696650846767753655248,-0.0410993303349153232246344752,-0.0410993303349153232246344752,-0.04986450566529115941924327611,,COMPLETE,{},{}
2023-03-03 00:00:00,2023-03-02 00:00:00,2023-03-03 00:00:00,3186438.127273646767753655248,"{""CENTEL"": 57958, ""OSP"": 101089}",6371993.5,9558431.627273646767753655248,-0.0441568372726353232246344752,-0.0441568372726353232246344752,-0.05289406436475169860828118855,,COMPLETE,{},{}
2023-03-07 00:00:00,,,3186438.127273646767753655248,"{""CENTEL"": 57958, ""OSP"": 101089}",6426244.75,9612682.877273646767753655248,-0.0387317122726353232246344752,-0.0387317122726353232246344752,-0.04751852966468423881566887381,,COMPLETE,{},{}
2023-03-08 00:00:00,2023-03-08 00:00:00,,3186438.127273646767753655248,"{""CENTEL"": 57958, ""OSP"": 101089}",6476789.25,9663227.377273646767753655248,-0.0336772622726353232246344752,-0.0336772622726353232246344752,-0.04251028167689483817535748665,,COMPLETE,{},{}
2023-03-09 00:00:00,2023-03-08 00:00:00,2023-03-09 00:00:00,3170160.752128321767753655248,"{""CENTEL"": 58587, ""OSP"": 100499}",6645448.00,9815608.752128321767753655248,-0.0184391247871678232246344752,-0.0184391247871678232246344752,-0.02741143384988085166503420805,,COMPLETE,{},{}
2023-03-10 00:00:00,,,3170160.752128321767753655248,"{""CENTEL"": 58587, ""OSP"": 100499}",6634970.0,9805130.752128321767753655248,-0.0194869247871678232246344752,-0.0194869247871678232246344752,-0.02844965605835175037625269304,,COMPLETE,{},{}
2023-03-13 00:00:00,2023-03-13 00:00:00,,3170160.752128321767753655248,"{""CENTEL"": 58587, ""OSP"": 100499}",6532442.75,9702603.502128321767753655248,-0.0297396497871678232246344752,-0.0297396497871678232246344752,-0.03860866234995777727926618944,,COMPLETE,{},{}
2023-03-14 00:00:00,2023-03-13 00:00:00,2023-03-14 00:00:00,4918367.189812621767753655248,"{""OSP"": 145510}",4547187.50,9465554.689812621767753655248,-0.0534445310187378232246344752,-0.0534445310187378232246344752,-0.06209686061659355006805562089,,COMPLETE,{},{}
2023-03-15 00:00:00,,,4918367.189812621767753655248,"{""OSP"": 145510}",4583565.0,9501932.189812621767753655248,-0.0498067810187378232246344752,-0.0498067810187378232246344752,-0.05849236277457693259646271788,,COMPLETE,{},{}
2023-03-16 00:00:00,2023-03-16 00:00:00,,4918367.189812621767753655248,"{""OSP"": 145510}",4583565.0,9501932.189812621767753655248,-0.0498067810187378232246344752,-0.0498067810187378232246344752,-0.05849236277457693259646271788,,COMPLETE,{},{}
2023-03-17 00:00:00,2023-03-16 00:00:00,2023-03-17 00:00:00,9494232.258969121767753655248,{},0,9494232.258969121767753655248,-0.0505767741030878232246344752,-0.0505767741030878232246344752,-0.05925531746110220077346936152,,COMPLETE,{},{}
2023-03-20 00:00:00,,,9494232.258969121767753655248,{},0,9494232.258969121767753655248,-0.0505767741030878232246344752,-0.0505767741030878232246344752,-0.05925531746110220077346936152,,COMPLETE,{},{}
2023-03-21 00:00:00,2023-03-21 00:00:00,,9494232.258969121767753655248,{},0,9494232.258969121767753655248,-0.0505767741030878232246344752,-0.0505767741030878232246344752,-0.05925531746110220077346936152,,COMPLETE,{},{}
2023-03-22 00:00:00,2023-03-21 00:00:00,2023-03-22 00:00:00,9494232.258969121767753655248,{},0,9494232.258969121767753655248,-0.0505767741030878232246344752,-0.0505767741030878232246344752,-0.05925531746110220077346936152,,COMPLETE,{},{}
2023-03-23 00:00:00,,,9494232.258969121767753655248,{},0,9494232.258969121767753655248,-0.0505767741030878232246344752,-0.0505767741030878232246344752,-0.05925531746110220077346936152,,COMPLETE,{},{}
2023-03-24 00:00:00,2023-03-24 00:00:00,,9494232.258969121767753655248,{},0,9494232.258969121767753655248,-0.0505767741030878232246344752,-0.0505767741030878232246344752,-0.05925531746110220077346936152,,COMPLETE,{},{}
2023-03-27 00:00:00,2023-03-24 00:00:00,2023-03-27 00:00:00,16.173718471767753655248,"{""BGRIM"": 116298, ""CENTEL"": 82420}",9391070.0,9391086.173718471767753655248,-0.0608913826281528232246344752,-0.0608913826281528232246344752,-0.06947564160922755246720510006,,COMPLETE,{},{}
2023-03-28 00:00:00,,,16.173718471767753655248,"{""BGRIM"": 116298, ""CENTEL"": 82420}",9404343.00,9404359.173718471767753655248,-0.0595640826281528232246344752,-0.0595640826281528232246344752,-0.06816047427070548350423478594,,COMPLETE,{},{}
2023-03-29 00:00:00,2023-03-29 00:00:00,,16.173718471767753655248,"{""BGRIM"": 116298, ""CENTEL"": 82420}",9354663.50,9354679.673718471767753655248,-0.0645320326281528232246344752,-0.0645320326281528232246344752,-0.07308301294275453986269811149,,COMPLETE,{},{}
2023-03-30 00:00:00,2023-03-29 00:00:00,2023-03-30 00:00:00,996075.267379996767753655248,"{""BDMS"": 62669, ""BGRIM"": 45473, ""CENTEL"": 82420}",8335753.75,9331829.017379996767753655248,-0.0668170982620003232246344752,-0.0668170982620003232246344752,-0.07534719111499552616476762692,,COMPLETE,{},{}
2023-03-31 00:00:00,,,996075.267379996767753655248,"{""BDMS"": 62669, ""BGRIM"": 45473, ""CENTEL"": 82420}",8305912.0,9301987.267379996767753655248,-0.0698012732620003232246344752,-0.0698012732620003232246344752,-0.07830408819360179087325247369,,COMPLETE,{},{}
2023-04-03 00:00:00,2023-04-03 00:00:00,,996075.267379996767753655248,"{""BDMS"": 62669, ""BGRIM"": 45473, ""CENTEL"": 82420}",8337921.25,9333996.517379996767753655248,-0.0666003482620003232246344752,-0.0666003482620003232246344752,-0.07513242239607391202499228179,,COMPLETE,{},{}
2023-04-04 00:00:00,2023-04-03 00:00:00,2023-04-04 00:00:00,4011205.046001446767753655248,"{""BDMS"": 43722, ""BGRIM"": 33272, ""CENTEL"": 23408, ""MTC"": 37788}",5229027.0,9240232.046001446767753655248,-0.0759767953998553232246344752,-0.0759767953998553232246344752,-0.08442316075747346857859427814,,COMPLETE,{},{}
2023-04-05 00:00:00,,,4011205.046001446767753655248,"{""BDMS"": 43722, ""BGRIM"": 33272, ""CENTEL"": 23408, ""MTC"": 37788}",5194686.50,9205891.546001446767753655248,-0.0794108453998553232246344752,-0.0794108453998553232246344752,-0.08782582059236513656796232394,,COMPLETE,{},{}
2023-04-07 00:00:00,2023-04-07 00:00:00,,4011205.046001446767753655248,"{""BDMS"": 43722, ""BGRIM"": 33272, ""CENTEL"": 23408, ""MTC"": 37788}",5201522.00,9212727.046001446767753655248,-0.0787272953998553232246344752,-0.0787272953998553232246344752,-0.08714851882618811536730056080,,COMPLETE,{},{}
2023-04-10 00:00:00,2023-04-07 00:00:00,2023-04-10 00:00:00,952681.918367960240055162455,"{""BDMS"": 76621, ""BGRIM"": 33272, ""LH"": 235309, ""MTC"": 67672}",8350968.744881629877667,9303650.663249590117722162455,-0.0696349336750409882277837545,-0.0696349336750409882277837545,-0.07813926909326865679827080328,,COMPLETE,{},{}
2023-04-11 00:00:00,,,952681.918367960240055162455,"{""BDMS"": 76621, ""BGRIM"": 33272, ""LH"": 235309, ""MTC"": 67672}",8450489.510236739774048,9403171.428604700014103162455,-0.0596828571395299985896837545,-0.0596828571395299985896837545,-0.06827816308108156948690112107,,COMPLETE,{},{}
2023-04-12 00:00:00,2023-04-12 00:00:00,,952681.918367960240055162455,"{""BDMS"": 76621, ""BGRIM"": 33272, ""LH"": 235309, ""MTC"": 67672}",8395939.239763260225952,9348621.158131220466007162455,-0.0651378841868779533992837545,-0.0651378841868779533992837545,-0.07368332649811352157028083191,,COMPLETE,{},{}
2023-04-17 00:00:00,2023-04-12 00:00:00,2023-04-17 00:00:00,320926.131076615910435162693,"{""BDMS"": 44536, ""BGRIM"": 33471, ""KTB"": 77875, ""LH"": 235309, ""MTC"": 36659, ""RATCH"": 34107}",9069698.695704460219958,9390624.826781076130393162693,-0.0609375173218923869606837307,-0.0609375173218923869606837307,-0.06952135459226001897495677720,,COMPLETE,{},{}
2023-04-18 00:00:00,,,320926.131076615910435162693,"{""BDMS"": 44536, ""BGRIM"": 33471, ""KTB"": 77875, ""LH"": 235309, ""MTC"": 36659, ""RATCH"": 34107}",8991706.569650649676423,9312632.700727265586858162693,-0.0687367299272734413141837307,-0.0687367299272734413141837307,-0.07724927569885745178336647713,,COMPLETE,{},{}
2023-04-19 00:00:00,2023-04-19 00:00:00,,320926.131076615910435162693,"{""BDMS"": 44536, ""BGRIM"": 33471, ""KTB"": 77875, ""LH"": 235309, ""MTC"": 36659, ""RATCH"": 34107}",8902954.054295539780042,9223880.185372155690477162693,-0.0776119814627844309522837307,-0.0776119814627844309522837307,-0.08604339981599140347275883056,,COMPLETE,{},{}
2023-04-20 00:00:00,2023-04-19 00:00:00,2023-04-20 00:00:00,425129.622823425910435162693,"{""KTB"": 77875, ""LH"": 312961, ""MTC"": 36659, ""RATCH"": 79149}",8777003.609692573459343,9202133.232515999369778162693,-0.0797866767484000630221837307,-0.0797866767484000630221837307,-0.08819821651973554679611873187,,COMPLETE,{},{}
2023-04-21 00:00:00,,,425129.622823425910435162693,"{""KTB"": 77875, ""LH"": 312961, ""MTC"": 36659, ""RATCH"": 79149}",8851303.419106483361718,9276433.041929909272153162693,-0.0723566958070090727846837307,-0.0723566958070090727846837307,-0.08083615198273646211835330186,,COMPLETE,{},{}
2023-04-24 00:00:00,2023-04-24 00:00:00,,425129.622823425910435162693,"{""KTB"": 77875, ""LH"": 312961, ""MTC"": 36659, ""RATCH"": 79149}",8817398.859692573459343,9242528.482515999369778162693,-0.0757471517484000630221837307,-0.0757471517484000630221837307,-0.08419561624614000650557201439,,COMPLETE,{},{}
2023-04-25 00:00:00,2023-04-24 00:00:00,2023-04-25 00:00:00,101139.181229391108162416340,"{""KTB"": 168517, ""LH"": 309521, ""MTC"": 84847}",8962881.140963554469377,9064020.322192945577539416340,-0.093597967780705442246058366,-0.093597967780705442246058366,-0.1018832604951071914758901314,,COMPLETE,{},{}
2023-04-26 00:00:00,,,101139.181229391108162416340,"{""KTB"": 168517, ""LH"": 309521, ""MTC"": 84847}",9016420.764284133984859,9117559.945513525093021416340,-0.088244005448647490697858366,-0.088244005448647490697858366,-0.09657823797510412829359615716,,COMPLETE,{},{}
2023-04-27 00:00:00,2023-04-27 00:00:00,,101139.181229391108162416340,"{""KTB"": 168517, ""LH"": 309521, ""MTC"": 84847}",8908986.359036445530623,9010125.540265836638785416340,-0.098987445973416336121458366,-0.098987445973416336121458366,-0.1072234742303067067269486869,,COMPLETE,{},{}
2023-04-28 00:00:00,2023-04-27 00:00:00,2023-04-28 00:00:00,5972675.049428261313938522762,"{""KTB"": 168517}",3033306.0,9005981.049428261313938522762,-0.0994018950571738686061477238,-0.0994018950571738686061477238,-0.1076341348936370043527293848,,COMPLETE,{},{}
2023-05-02 00:00:00,,,5972675.049428261313938522762,"{""KTB"": 168517}",3050157.764284133984859,9022832.813712395298797522762,-0.0977167186287604701202477238,-0.0977167186287604701202477238,-0.1059643624244916904367811182,,COMPLETE,{},{}
2023-05-03 00:00:00,2023-05-03 00:00:00,,5972675.049428261313938522762,"{""KTB"": 168517}",3083860.971431732198799,9056536.020859993512737522762,-0.0943463979140006487262477238,-0.0943463979140006487262477238,-0.1026248493344619522822309359,,COMPLETE,{},{}
2023-05-08 00:00:00,2023-05-03 00:00:00,2023-05-08 00:00:00,5292.655837721313938522762,"{""KTB"": 244403, ""MTC"": 125404}",9154492.893232345687981,9159785.549070067001919522762,-0.0840214450929932998080477238,-0.0840214450929932998080477238,-0.09239427544613967173739028222,,COMPLETE,{},{}
2023-05-09 00:00:00,,,5292.655837721313938522762,"{""KTB"": 244403, ""MTC"": 125404}",9210284.286464691131559,9215576.942302412445497522762,-0.0784423057697587554502477238,-0.0784423057697587554502477238,-0.08686613424597226969306066252,,COMPLETE,{},{}
2023-05-10 00:00:00,2023-05-10 00:00:00,,5292.655837721313938522762,"{""KTB"": 244403, ""MTC"": 125404}",9530704.893232345687981,9535997.549070067001919522762,-0.0464002450929932998080477238,-0.0464002450929932998080477238,-0.05511696551168140241643889117,,COMPLETE,{},{}
2023-05-11 00:00:00,2023-05-10 00:00:00,2023-05-11 00:00:00,3153116.254064369032308313416,"{""BGRIM"": 39233, ""KTB"": 84446, ""MTC"": 39727, ""RATCH"": 40491}",6255352.985572814951962,9408469.239637183984270313416,-0.0591530760362816015729686584,-0.0591530760362816015729686584,-0.06775322463193030019705369096,,COMPLETE,{},{}
2023-05-12 00:00:00,,,3153116.254064369032308313416,"{""BGRIM"": 39233, ""KTB"": 84446, ""MTC"": 39727, ""RATCH"": 40491}",6237100.264427185048038,9390216.518491554080346313416,-0.0609783481508445919653686584,-0.0609783481508445919653686584,-0.06956181219238261469089895292,,COMPLETE,{},{}
2023-05-15 00:00:00,2023-05-15 00:00:00,,3153116.254064369032308313416,"{""BGRIM"": 39233, ""KTB"": 84446, ""MTC"": 39727, ""RATCH"": 40491}",6087107.735572814951962,9240223.989637183984270313416,-0.0759776010362816015729686584,-0.0759776010362816015729686584,-0.08442395902969117740583702861,,COMPLETE,{},{}
2023-05-16 00:00:00,2023-05-15 00:00:00,2023-05-16 00:00:00,55532.873177014361903337757,"{""BGRIM"": 39233, ""COM7"": 55581, ""HMPRO"": 105643, ""KTB"": 82042, ""MTC"": 39803, ""OSP"": 50159}",9144930.787406921396974,9200463.660583935758877337757,-0.0799536339416064241122662243,-0.0799536339416064241122662243,-0.08836364758086439842591474680,,COMPLETE,{},{}
2023-05-17 00:00:00,,,55532.873177014361903337757,"{""BGRIM"": 39233, ""COM7"": 55581, ""HMPRO"": 105643, ""KTB"": 82042, ""MTC"": 39803, ""OSP"": 50159}",9068876.877706527872078,9124409.750883542233981337757,-0.0875590249116457766018662243,-0.0875590249116457766018662243,-0.09589951874826169485151795688,,COMPLETE,{},{}
2023-05-18 00:00:00,2023-05-18 00:00:00,,55532.873177014361903337757,"{""BGRIM"": 39233, ""COM7"": 55581, ""HMPRO"": 105643, ""KTB"": 82042, ""MTC"": 39803, ""OSP"": 50159}",9095682.552892685078130,9151215.426069699440033337757,-0.0848784573930300559966662243,-0.0848784573930300559966662243,-0.09324345391801492033339225027,,COMPLETE,{},{}
2023-05-19 00:00:00,2023-05-18 00:00:00,2023-05-19 00:00:00,1510209.544916897172911286433,"{""GLOBAL"": 135137, ""KTB"": 82042, ""MTC"": 58510, ""OSP"": 50159}",7613822.087593078603026,9124031.632509975775937286433,-0.0875968367490024224062713567,-0.0875968367490024224062713567,-0.09593698495296369832164916528,,COMPLETE,{},{}
2023-05-22 00:00:00,,,1510209.544916897172911286433,"{""GLOBAL"": 135137, ""KTB"": 82042, ""MTC"": 58510, ""OSP"": 50159}",7662085.117769241381875,9172294.662686138554786286433,-0.0827705337313861445213713567,-0.0827705337313861445213713567,-0.09115479848827641564046207025,,COMPLETE,{},{}
2023-05-23 00:00:00,2023-05-23 00:00:00,,1510209.544916897172911286433,"{""GLOBAL"": 135137, ""KTB"": 82042, ""MTC"": 58510, ""OSP"": 50159}",7743126.999477386400404,9253336.544394283573315286433,-0.0746663455605716426684713567,-0.0746663455605716426684713567,-0.08312468955473302469061804522,,COMPLETE,{},{}
2023-05-24 00:00:00,2023-05-23 00:00:00,2023-05-24 00:00:00,1614289.872398473397587127912,"{""GLOBAL"": 89106, ""IVL"": 45288, ""KTB"": 79196, ""MTC"": 38212, ""OSP"": 50114}",7552790.520446777222468,9167080.392845250620055127912,-0.0832919607154749379944872088,-0.0832919607154749379944872088,-0.09167145918208915406622679914,,COMPLETE,{},{}
2023-05-25 00:00:00,,,1614289.872398473397587127912,"{""GLOBAL"": 89106, ""IVL"": 45288, ""KTB"": 79196, ""MTC"": 38212, ""OSP"": 50114}",7512446.499603271382892,9126736.372001744780479127912,-0.0873263627998255219520872088,-0.0873263627998255219520872088,-0.09566898336788230186600415163,,COMPLETE,{},{}
2023-05-26 00:00:00,2023-05-26 00:00:00,,1614289.872398473397587127912,"{""GLOBAL"": 89106, ""IVL"": 45288, ""KTB"": 79196, ""MTC"": 38212, ""OSP"": 50114}",7452083.450229644815608,9066373.322628118213195127912,-0.0933626677371881786804872088,-0.0933626677371881786804872088,-0.1016501112959911464745471533,,COMPLETE,{},{}
2023-05-29 00:00:00,2023-05-26 00:00:00,2023-05-29 00:00:00,760030.365863242839547913735,"{""COM7"": 80815, ""GLOBAL"": 137647, ""KTB"": 79196, ""MTC"": 55190}",8310907.715749740650907,9070938.081612983490454913735,-0.0929061918387016509545086265,-0.0929061918387016509545086265,-0.1011978079790982083315634650,,COMPLETE,{},{}
2023-05-30 00:00:00,,,760030.365863242839547913735,"{""COM7"": 80815, ""GLOBAL"": 137647, ""KTB"": 79196, ""MTC"": 55190}",8340010.417552947902118,9100040.783416190741665913735,-0.0899959216583809258334086265,-0.0899959216583809258334086265,-0.09831414016667256998397792697,,COMPLETE,{},{}
2023-05-31 00:00:00,2023-05-31 00:00:00,,760030.365863242839547913735,"{""COM7"": 80815, ""GLOBAL"": 137647, ""KTB"": 79196, ""MTC"": 55190}",8423159.766065597491165,9183190.131928840330712913735,-0.0816809868071159669287086265,-0.0816809868071159669287086265,-0.09007521095826261643139801676,,COMPLETE,{},{}
2023-06-01 00:00:00,2023-05-31 00:00:00,2023-06-01 00:00:00,124058.4296840880927054775785,"{""COM7"": 77874, ""GLOBAL"": 135614, ""KTB"": 119258, ""MTC"": 54887}",9000763.418159484957836,9124821.847843573050541477578,-0.0875178152156426949458522422,-0.0875178152156426949458522422,-0.09585868574425832225708324637,,COMPLETE,{},{}
2023-06-02 00:00:00,,,124058.4296840880927054775785,"{""COM7"": 77874, ""GLOBAL"": 135614, ""KTB"": 119258, ""MTC"": 54887}",9027476.427333831744730,9151534.857017919837435477578,-0.0848465142982080162564522422,-0.0848465142982080162564522422,-0.09321180281050248148214894500,,COMPLETE,{},{}
2023-06-06 00:00:00,2023-06-06 00:00:00,,124058.4296840880927054775785,"{""COM7"": 77874, ""GLOBAL"": 135614, ""KTB"": 119258, ""MTC"": 54887}",8850872.147680282654298,8974930.577364370747003477578,-0.1025069422635629252996522422,-0.1025069422635629252996522422,-0.1107107993028979710211094233,,COMPLETE,{},{}
2023-06-07 00:00:00,2023-06-06 00:00:00,2023-06-07 00:00:00,1479325.897752915850799246626,"{""COM7"": 102540, ""KTB"": 119258, ""MTC"": 54887}",7397506.345493316702566,8876832.243246232553365246626,-0.1123167756753767446634753374,-0.1123167756753767446634753374,-0.1204309624156532246341202367,,COMPLETE,{},{}
2023-06-08 00:00:00,,,1479325.897752915850799246626,"{""COM7"": 102540, ""KTB"": 119258, ""MTC"": 54887}",7500083.904506683774466,8979409.802259599625265246626,-0.1020590197740400374734753374,-0.1020590197740400374734753374,-0.1102669712094677022785327774,,COMPLETE,{},{}
2023-06-09 00:00:00,2023-06-09 00:00:00,,1479325.897752915850799246626,"{""COM7"": 102540, ""KTB"": 119258, ""MTC"": 54887}",7512009.75,8991335.647752915850799246626,-0.1008664352247084149200753374,-0.1008664352247084149200753374,-0.1090852879067426129304578732,,COMPLETE,{},{}
2023-06-12 00:00:00,2023-06-09 00:00:00,2023-06-12 00:00:00,703596.184895790850799246626,"{""COM7"": 104114, ""KTB"": 119258, ""MTC"": 72564}",8298475.309013366714126,9002071.493909157564925246626,-0.0997928506090842435074753374,-0.0997928506090842435074753374,-0.1080215167761702630983892857,,COMPLETE,{},{}
2023-06-13 00:00:00,,,703596.184895790850799246626,"{""COM7"": 104114, ""KTB"": 119258, ""MTC"": 72564}",8354570.654506683774466,9058166.839402474625265246626,-0.0941833160597525374734753374,-0.0941833160597525374734753374,-0.1024632581883663202153560079,,COMPLETE,{},{}
2023-06-14 00:00:00,2023-06-14 00:00:00,,703596.184895790850799246626,"{""COM7"": 104114, ""KTB"": 119258, ""MTC"": 72564}",8296298.50,8999894.684895790850799246626,-0.1000105315104209149200753374,-0.1000105315104209149200753374,-0.1082372078871911590721021773,,COMPLETE,{},{}
